file_location,doi,title,authors,year,journal
https___openalex_org_W4379520185.txt,10.3390/su15119105,"Investigating the Causal Relationships among Enablers of the Construction 5.0 Paradigm: Integration of Operator 5.0 and Society 5.0 with Human-Centricity, Sustainability, and Resilience","[""İbrahim Yitmen"", ""Amjad Almusaed"", ""Sepehr Alizadehsalehi""]",2023,Sustainability
https___openalex_org_W4391222205.txt,10.3390/su16031035,Sustaining Organizational Outcomes in Manufacturing Firms: The Role of HRM and Occupational Health and Safety,"[""Ali Ateeq"", ""Abd Al-Aziz Al-Refaei"", ""Mohammed Alzoraiki"", ""Marwan Milhem"", ""Ali Nasser Al-Tahitah"", ""Abdulhadi Ibrahim""]",2024,Sustainability
pmc_PMC9805623.txt,10.25259/sni_679_2022,Gamma Knife radiosurgery – 12 years of experience in a high-complexity center of a middle-income country,"[""Oscar I. Molina-Romero"", ""Andrés Segura-Hernandez"", ""Andrés Fonnegra-Caballero"", ""Juan Carlos Diez-Palma"", ""Fabian Cortés-Muñoz"", ""Julio Roberto Fonnegra-Pardo""]",2022,Surgical Neurology International
https___openalex_org_W4206161652.txt,10.21511/ee.12(1).2021.12,Digital and economic transformations for sustainable development promotion: A case of OECD countries,"[""Leonid Hryhorovych Melnyk"", ""Олександр Кубатко"", ""Vladyslav Piven"", ""Kyrylo Klymenko"", ""Larysa Rybina""]",2022,Environmental Economics
https___openalex_org_W4294839502.txt,10.3390/ma15176182,Lignin as a Renewable Building Block for Sustainable Polyurethanes,"[""Fernanda Rosa Vieira"", ""Sandra Magina"", ""Dmitry V. Evtuguin"", ""Ana Barros‐Timmons""]",2022,Materials
https___openalex_org_W3201710268.txt,10.1016/j.iswcr.2021.09.006,Biochar derived from agricultural wastes and wood residues for sustainable agricultural and environmental applications,"[""Saowanee Wijitkosum""]",2021,International Soil and Water Conservation Research
pmc_PMC4174808.txt,10.5423/ppj.oa.10.2012.0157,Phylogenetics and Gene Structure Dynamics of Polygalacturonase Genes in Aspergillus and Neurospora crassa,"[""Jin-Sung Hong"", ""Ki-Hyun Ryu"", ""Soon-Jae Kwon"", ""Jin-Won Kim"", ""Kwang-Soo Kim"", ""Kyong-Cheul Park""]",2013,The Plant Pathology Journal
https___openalex_org_W4387556920.txt,10.1016/j.forpol.2023.103072,Is the concept of sustainable forest management still fit for purpose?,"[""Kit Prins"", ""Michael Köhl"", ""Stefanie Linser""]",2023,Forest Policy and Economics
https___openalex_org_W4286488806.txt,10.1108/bfj-08-2022-084,Guest editorial: Sustainable growth and development in the food and beverage sector,"[""Alba Yela Aránega"", ""Alberto Ferraris"", ""Gabriele Baima"", ""Stefano Bresciani""]",2022,British Food Journal
pmc_PMC10229721.txt,10.1007/s00442-023-05384-z,"Why phylogenetic signal of traits is important in ecosystems: uniformity of a plant trait increases soil fauna, but only in a phylogenetically uniform vegetation","[""F. Molleman"", ""N. Rossignol"", ""J. F. Ponge"", ""G. Peres"", ""D. Cluzeau"", ""N. Ruiz-Camacho"", ""J. Cortet"", ""C. Pernin"", ""C. Villenave"", ""A. Prinzing""]",2023,Oecologia
https___openalex_org_W4214845196.txt,10.1002/cssc.202102709,Biocatalysis as Key to Sustainable Industrial Chemistry,"[""Andrés R. Alcántara"", ""Pablo Domı́nguez de Marı́a"", ""Jennifer A. Littlechild"", ""Martin Schürmann"", ""Roger A. Sheldon"", ""Roland Wohlgemuth""]",2022,ChemSusChem
pmc_PMC9806494.txt,10.1177/20552076221147795,Telemedicine in Thai-otorhinolaryngology patients in COVID-19 situation; primary surveys,"[""Phoom Koopirom"", ""Pannapa Wiriyaamornchai"", ""Alena Santeerapharp""]",2022,Digital Health
https___openalex_org_W4385431342.txt,10.1016/j.advnut.2023.07.007,"Aligning Environmental Sustainability, Health Outcomes, and Affordability in Diet Quality: A Systematic Review","[""Clarissa L. Leydon"", ""Ursula M. Leonard"", ""Sinéad N. McCarthy"", ""J M Harrington""]",2023,Advances in Nutrition
https___openalex_org_W3174049735.txt,10.3390/su13137009,Setting Thresholds to Define Indifferences and Preferences in PROMETHEE for Life Cycle Sustainability Assessment of European Hydrogen Production,"[""Christina Wulf"", ""Petra Zapp"", ""Andrea Schreiber"", ""Wilhelm Kuckshinrichs""]",2021,Sustainability
https___openalex_org_W4385616931.txt,10.3390/info14080444,Unlocking Sustainable Value through Digital Transformation: An Examination of ESG Performance,"[""Aleksy Кwilinski"", ""Oleksii Lyulyov"", ""Tetyana Pimonenko""]",2023,Information
https___openalex_org_W4229445861.txt,10.1002/csr.2293,Environmental sustainability orientation and corporate social responsibility influence on environmental performance of small and medium enterprises: The mediating effect of green capability,"[""Shafique Ur Rehman"", ""Stefano Bresciani"", ""Dorra Yahiaoui"", ""Elisa Giacosa""]",2022,Corporate Social Responsibility and Environmental Management
pmc_PMC9887484.txt,10.1093/bioinformatics/btz543,DDT - Drug Discovery Tool: a fast and intuitive graphics user interface for docking and molecular dynamics analysis,"[""Simone Aureli"", ""Daniele Di Marino"", ""Stefano Raniolo"", ""Vittorio Limongelli""]",2019,Bioinformatics
pmc_PMC9795199.txt,10.3389/fpsyg.2022.1024918,Structural validity of the Norwegian version of the Strengths and Difficulties Questionnaire in children aged 3–6 years,"[""Katrine Nyvoll Aadland"", ""Arne Lervåg"", ""Yngvar Ommundsen"", ""Eivind Aadland""]",2022,Frontiers in Psychology
pmc_PMC4162895.txt,10.1007/s13205-013-0183-8,"Molecular authentication of Cissampelos pareira L. var. hirsuta (Buch.-Ham. ex DC.) Forman, the genuine source plant of ayurvedic raw drug ‘ Patha ’, and its other source plants by ISSR markers","[""Deepu Vijayan"", ""Archana Cheethaparambil"", ""Geetha Sivadasan Pillai"", ""Indira Balachandran""]",2013,3 Biotech
https___openalex_org_W3213312203.txt,10.1016/j.ecolind.2021.108374,Analysis of sustainability of Chinese cities based on network big data of city rankings,"[""Jiakun Liu"", ""Yu Zhao"", ""Tao Lin"", ""Xing Li"", ""Meixia Lin"", ""Caige Sun"", ""Zhiwei Zeng"", ""Guoqin Zhang""]",2021,Ecological Indicators
pmc_PMC10313907.txt,10.1016/j.curtheres.2023.100705,"Oxygen-Carrying Capacity of Perfluorohexyloctane, a Novel Eye Drop for Dry Eye Disease","[""Neal Stolowich"", ""Jason Vittitow"", ""Robert Kissling"", ""Douglas Borchman""]",2023,"Current Therapeutic Research, Clinical and Experimental"
https___openalex_org_W3118585660.txt,10.3390/su13020684,Tradition and Sustainability in Vernacular Architecture of Southeast Morocco,"[""Teresa Gil Piqueras"", ""Pablo Rodríguez Navarro""]",2021,Sustainability
https___openalex_org_W4287219544.txt,10.3390/su14159052,Cultural Sustainability from the Local Perspective: The Example of Transhumance in South Tyrol,"[""Linda Ghirardello"", ""Maximilian Walder"", ""Michael de Rachewiltz"", ""Greta Erschbamer""]",2022,Sustainability
pmc_PMC4163845.txt,10.5483/bmbrep.2014.47.1.089,Aspirin inhibits lipopolysaccharide-induced COX-2 expression and PGE 2 production in porcine alveolar macrophages by modulating protein kinase C and protein tyrosine phosphatase activity,"[""Yuzhong Duan"", ""Fanglin Chen"", ""Anmei Zhang"", ""Bo Zhu"", ""Jianguo Sun"", ""Qichao Xie"", ""Zhengtang Chen""]",2014,BMB Reports
https___openalex_org_W3197259138.txt,10.3389/frsus.2021.689739,"Sustainability Reporting in the Antwerp Port Ecosystem, Belgium: Understanding the Relationship Between Reporting on the Sustainable Development Goals and Integrated Thinking","[""Jan Beyne"", ""Wayne Visser"", ""Imane Allam""]",2021,Frontiers in Sustainability
pmc_PMC10232271.txt,10.1093/brain/awad051,"Monitoring recovery after CNS demyelination, a novel tool to de-risk pro-remyelinating strategies","[""Esther Henriet"", ""Elodie M Martin"", ""Pauline Jubin"", ""Dominique Langui"", ""Abdelkrim Mannioui"", ""Bruno Stankoff"", ""Catherine Lubetzki"", ""Arseny Khakhalin"", ""Bernard Zalc""]",2023,Brain
https___openalex_org_W4214898949.txt,10.1002/aqc.3791,Sunscreen pollution and tourism governance: Science and innovation are necessary for biodiversity conservation and sustainable tourism,"[""Craig A. Downs"", ""Orion T. Cruz"", ""Tommy E. Remengesau""]",2022,Aquatic Conservation Marine and Freshwater Ecosystems
https___openalex_org_W3162359197.txt,10.3126/jnarc.v7i1.36937,Sustainable Intensification in Agriculture: An Approach for Making Agriculture Greener and Productive,"[""Jiban Shrestha"", ""Subash Subedı"", ""Krishna Prasad Timsina"", ""Sudeep Subedi"", ""Meena Pandey"", ""Aakriti Shrestha"", ""Sajina Shrestha"", ""Mohammad Anwar Hossain""]",2021,Journal of Nepal Agricultural Research Council
pmc_PMC10229106.txt,10.1016/j.ultrasmedbio.2023.01.022,Assessing Enhanced Acoustic Absorption From Sonosensitive Perfluorocarbon Emulsion With Magnetic Resonance–Guided High-Intensity Focused Ultrasound and a Percolated Tissue-Mimicking Flow Phantom,"[""Ryan Holman"", ""Pauline C. Guillemin"", ""Orane Lorton"", ""Stéphane Desgranges"", ""Christiane Contino-Pépin"", ""Rares Salomir""]",2023,Ultrasound in Medicine & Biology
https___openalex_org_W4381094770.txt,10.1002/bse.3493,Sustainability partnership as a moderator in the relationship between business sustainability and firm competitiveness,"[""Minna Saunila"", ""Juhani Ukko"", ""Jorma Kinnunen""]",2023,Business Strategy and the Environment
pmc_PMC10229520.txt,10.1186/s43044-023-00370-5,Exploring the link between cardiovascular risk factors and manifestations in latent tuberculosis infection: a comprehensive literature review,"[""Irawaty Djaharuddin"", ""Muzakkir Amir"", ""Andriany Qanitha""]",2023,The Egyptian Heart Journal
pmc_PMC9805627.txt,10.25259/sni_703_2022,Primary midbrain germinoma relapse-free for 5 years: A case report,"[""Akito Oshima"", ""Toshikazu Kimura"", ""Atsuya Akabane"", ""Tomohiro Inoue""]",2022,Surgical Neurology International
https___openalex_org_W4385241311.txt,10.3390/su151411462,Farm-to-Fork and Sustainable Agriculture Practices: Perceived Economic Benefit as a Moderator and Environmental Sustainability as a Mediator,"[""Ibrahim A. Elshaer"", ""Alaa M. S. Azazz"", ""Salah S. Hassan"", ""Sameh Fayyad""]",2023,Sustainability
pmc_PMC9967479.txt,10.3390/ijms24043689,Rose Bengal Induced Photothrombosis in CAM Integrated Human Split Skin Grafts—A Feasibility Study,"[""Georg Kornhäusel"", ""Christian Smolle"", ""Kathrin Kreuzer"", ""Lars-Peter Kamolz"", ""Nassim Ghaffari-Tabrizi-Wizsy""]",2023,International Journal of Molecular Sciences
pmc_PMC9805629.txt,10.25259/sni_1023_2022,Rectus gyrus hematoma: An overview,"[""Mustafa Ismail"", ""Osman Elamin"", ""Teeba A. Al-Ageely"", ""Hagar A. Algburi"", ""Mayur Sharma"", ""Zaid Aljuboori"", ""Samer S. Hoz"", ""Norberto Andaluz""]",2022,Surgical Neurology International
https___openalex_org_W3118316243.txt,10.3390/app11020494,Sustainable Panels Made with Industrial and Agricultural Waste: Thermal and Environmental Critical Analysis of the Experimental Results,"[""Paola Ricciardi"", ""Elisa Belloni"", ""Francesca Merli"", ""Cinzia Buratti""]",2021,Applied Sciences
pmc_PMC9801198.txt,10.1016/j.bjane.2021.02.055,Debridement of axillary necrotizing fasciitis under anesthetic blocks of the serratus plane and supraclavicular brachial plexus: a case report,"[""Leonardo Saraiva Guimar.úes de Oliveira"", ""Renata de Andrade Chaves""]",2023,Brazilian Journal of Anesthesiology
pmc_PMC10141365.txt,10.3390/jcm12082844,Usefulness of 18F-Fluorodeoxyglucose Positron Emission Tomography in Diagnosing Polymyalgia Rheumatica and Large-Vessel Vasculitis: A Case-Control Study,"[""Anne Desvages"", ""Florent Hives"", ""Xavier Deprez"", ""Adeline Pierache"", ""Hélène Béhal"", ""René-Marc Flipo"", ""Julien Paccou""]",2023,Journal of Clinical Medicine
pmc_PMC5384697.txt,10.2147/ott.s130022,DNMT1 regulates human endometrial carcinoma cell proliferation,"[""Xinjing Wang"", ""Bilan Li""]",2017,OncoTargets and therapy
pmc_PMC10229489.txt,10.1007/s40121-023-00798-x,"Historical Population-Level Impact of Infant 13-Valent Pneumococcal Conjugate Vaccine (PCV13) National Immunization Programs on Invasive Pneumococcal Disease in Australia, Canada, England and Wales, Israel, and the United States","[""Johnna Perdrizet"", ""Emily K. Horn"", ""Kyla Hayford"", ""Lindsay Grant"", ""Rachid Barry"", ""Liping Huang"", ""Cheryl McDade"", ""Michele Wilson""]",2023,Infectious Diseases and Therapy
pmc_PMC9968236.txt,10.3390/jcm12041603,The Female Pelvis Is Associated with a Lateralized Ischium and a Reduced Ischiofemoral Space,"[""Sufian S. Ahmad"", ""Christian Konrads"", ""Marcel Niemann"", ""Ulrich Stöckle"", ""Henning Windhagen"", ""Gregor M. Giebel""]",2023,Journal of Clinical Medicine
https___openalex_org_W4285239775.txt,10.1590/s0034-759020220513,SUSTAINABILITY AND THE ROLE OF HRM,"[""Teresa Proença""]",2022,Revista de Administração de Empresas
pmc_PMC9967863.txt,10.3390/pharmaceutics15020561,Recent Advances in Localized Immunomodulation Technology: Application of NIR-PIT toward Clinical Control of the Local Immune System,"[""Mizuki Yamada"", ""Kohei Matsuoka"", ""Mitsuo Sato"", ""Kazuhide Sato""]",2023,Pharmaceutics
https___openalex_org_W4407353911.txt,10.3390/agriculture15040377,Machine Learning in Sustainable Agriculture: Systematic Review and Research Perspectives,"[""Juan Botero-Valencia"", ""Vanessa García Pineda"", ""Alejandro Valencia-Arías"", ""Jackeline Valencia"", ""Erick Reyes-Vera"", ""M. Mejía-Herrera"", ""Ruber Hernández-García""]",2025,Agriculture
https___openalex_org_W3185416201.txt,10.2478/jtes-2021-0004,Ecologized Collaborative Online International Learning: Tackling Wicked Sustainability Problems Through Education for Sustainable Development,"[""Arinola Adefila"", ""Osman Arrobbio"", ""Geraldine Brown"", ""Zoë Robinson"", ""Gary Spolander"", ""Ilkhom Soliev"", ""Bret Willers"", ""Luca Morini"", ""Darío Padovan"", ""Katherine Wimpenny""]",2021,Journal of Teacher Education for Sustainability
https___openalex_org_W4393098212.txt,10.1016/j.heliyon.2024.e28599,Family farming in climate change: Strategies for resilient and sustainable food systems,"[""Kang Chao""]",2024,Heliyon
pmc_PMC10164542.txt,10.5713/ab.22.0218,Effects of peripartal glucose precursor supplementation on lactation performance and metabolic health of primiparous and multiparous dairy cows,"[""Muhammad Uzair Akhtar"", ""Hifzulrahman"", ""Talat Naseer Pasha"", ""Muhammad Avais"", ""Nauman Khan"", ""Ghazanfar Ali Chishti"", ""Mubashar Ali"", ""Muhammad Imran"", ""Muhammad Naeem Tahir"", ""Muhammad Naveed-ul-Haque""]",2023,Animal Bioscience
pmc_PMC10140148.txt,10.1016/j.xpro.2023.102225,In vivo imaging of the human retina using a two-photon excited fluorescence ophthalmoscope,"[""Jakub Bogusławski"", ""Sławomir Tomczewski"", ""Michał Dąbrowski"", ""Katarzyna Komar"", ""Jadwiga Milkiewicz"", ""Grażyna Palczewska"", ""Krzysztof Palczewski"", ""Maciej Wojtkowski""]",2023,STAR Protocols
https___openalex_org_W4390644305.txt,10.30574/wjarr.2024.21.1.2717,A review of sustainable environmental practices and their impact on U. S. economic sustainability,"[""Emmanuel Adikwu Ukpoju"", ""Adedayo Adefemi"", ""Abimbola Oluwatoyin Adegbite"", ""Obe Destiny Balogun"", ""Bartholomew Obehioye Obaedo"", ""Ayodeji Abatan""]",2024,World Journal of Advanced Research and Reviews
https___openalex_org_W4206254319.txt,10.1016/j.clet.2022.100411,Cost competitiveness of sustainable bioplastic feedstocks – A Monte Carlo analysis for polylactic acid,"[""Claudia Wellenreuther"", ""André Wolf"", ""Nils Zander""]",2022,Cleaner Engineering and Technology
https___openalex_org_W3188719988.txt,10.5867/medwave.2021.07.8436,Healthy sustainable food patterns and systems: a planetary urgency,"[""Mariane Lutz""]",2021,Medwave
https___openalex_org_W4281263502.txt,10.1016/j.horiz.2022.100016,Sustainable materials alternative to petrochemical plastics pollution: A review analysis,"[""Narendra Singh"", ""Oladele A. Ogunseitan"", ""Ming Hung Wong"", ""Yuanyuan Tang""]",2022,Sustainable Horizons
https___openalex_org_W4394886303.txt,10.5267/j.uscm.2024.2.012,Exploring the relationship between sustainable supply chain and sustainable development goals on the financial performance of SMEs,"[""Rismawati Rismawati"", ""Tri Darsono"", ""Darminto Pujotomo"", ""Hetty Karunia Tunjungsari"", ""Agustinus Numberi"", ""Rostamaji Korniawan"", ""Bejo Slamet"", ""Agustiyanto Agustiyanto""]",2024,Uncertain Supply Chain Management
https___openalex_org_W4316040046.txt,10.3390/su15021530,A Sustainable Digital Ecosystem: Digital Servitization Transformation and Digital Infrastructure Support,"[""Yan Chen"", ""Zijin Wang"", ""Jaime Ortiz""]",2023,Sustainability
https___openalex_org_W4384131421.txt,10.1007/s40684-023-00533-4,A Review of Recent Manufacturing Technologies for Sustainable Soft Actuators,"[""Mohammadreza Lalegani Dezaki"", ""Mahdi Bodaghi""]",2023,International Journal of Precision Engineering and Manufacturing-Green Technology
https___openalex_org_W4226062884.txt,10.1016/j.cherd.2022.04.001,Pharmaceutical industry supply chains: How to sustainably improve access to vaccines?,"[""Inês Duarte"", ""Bruna Mota"", ""Tânia Pinto‐Varela"", ""Ana Paula Barbosa‐Póvoa""]",2022,Process Safety and Environmental Protection
https___openalex_org_W4213455229.txt,10.1016/j.clet.2022.100449,Drivers for the adoption of integrated sustainable green lean six sigma agile manufacturing system (ISGLSAMS) and research directions,"[""Dharmendra Hariyani"", ""Sanjeev Mishra""]",2022,Cleaner Engineering and Technology
https___openalex_org_W4293168840.txt,10.3390/su141610449,Organizational Factors Influencing the Sustainability Performance of Construction Organizations,"[""Fatima Afzal"", ""Benson Teck‐Heng Lim""]",2022,Sustainability
https___openalex_org_W4226358019.txt,10.55343/cogsust.7,Cognitive Sustainability,"[""Máté Zöldy"", ""Mária Szalmáné Csete"", ""Pál Péter Kolozsi"", ""Peter Bordas"", ""Ádám Török""]",2022,Cognitive Sustainability
pmc_PMC3168503.txt,10.1371/journal.pone.0024485,Cryptococcus neoformans Capsular Enlargement and Cellular Gigantism during Galleria mellonella Infection,"[""Rocío García-Rodas"", ""Arturo Casadevall"", ""Juan Luís Rodríguez-Tudela"", ""Manuel Cuenca-Estrella"", ""Oscar Zaragoza""]",2011,PLoS ONE
https___openalex_org_W4225117133.txt,10.1145/3491101.3519823,A Tale of Two Mice: Sustainable Electronics Design and Prototyping,"[""Vicente Arroyos"", ""Maria Viitaniemi"", ""Nicholas Keehn"", ""Vaidehi Oruganti"", ""Winston A. Saunders"", ""Karin Strauß"", ""Vikram Iyer"", ""Bichlien H. Nguyen""]",2022,CHI Conference on Human Factors in Computing Systems Extended Abstracts
https___openalex_org_W4211091790.txt,10.3389/fmicb.2022.718786,Potential of Bacillus subtilis Against SARS-CoV-2 – A Sustainable Drug Development Perspective,"[""Amir Khodavirdipour"", ""Parastoo Chamanrokh"", ""Mohammad Yousef Alikhani"", ""Mohammad Sina Alikhani"", ""Mohammad Sina Alikhani"", ""Mohammad Sina Alikhani""]",2022,Frontiers in Microbiology
https___openalex_org_W3196394368.txt,10.3390/ma14175094,Sustainable Hydrothermal and Solvothermal Synthesis of Advanced Carbon Materials in Multidimensional Applications: A Review,"[""Lwazi Ndlwana"", ""Naledi Raleie"", ""K. Mogolodi Dimpe"", ""Hezron F.O. Ogutu"", ""Ekemena O. Oseghe"", ""Machawe M. Motsa"", ""Titus A.M. Msagati"", ""Bhekie B. Mamba""]",2021,Materials
https___openalex_org_W4387108110.txt,10.1016/j.heliyon.2023.e20477,Can AI-generated art stimulate the sustainability of intangible cultural heritage? A quantitative research on cultural and creative products of New Year Prints generated by AI,"[""Bolun Zhang"", ""Cheng Peng"", ""Lujie Deng"", ""Nurul Hanim Romainoor"", ""Jianhong Han"", ""Guoshuai Luo"", ""Tianbo Gao""]",2023,Heliyon
https___openalex_org_W4297973199.txt,10.1108/tqm-01-2022-0038,The sustainability opportunity study (SOS) – diagnosing by operationalising and sensemaking of sustainability using Total Quality Management,"[""Raine Isaksson"", ""Swaminathan Ramanathan"", ""Max Rosvall""]",2022,The TQM Journal
https___openalex_org_W4366550902.txt,10.1155/2023/6626513,Emerging Trends and Advancements in the Processing of Dairy Whey for Sustainable Biorefining,"[""Chhaya Goyal"", ""Priya Dhyani"", ""Dinesh Chandra"", ""Swati Tyagi"", ""Sanju Bala Dhull"", ""Pardeep Kumar Sadh"", ""Joginder Singh Duhan"", ""Baljeet Singh Saharan""]",2023,Journal of Food Processing and Preservation
https___openalex_org_W4383806034.txt,10.1016/j.esr.2023.101126,Achieving energy sustainability by using solar PV: System modelling and comprehensive techno-economic-environmental analysis,"[""Aamir Mehmood"", ""Jingzheng Ren"", ""Long Zhang""]",2023,Energy Strategy Reviews
pmc_PMC9803319.txt,10.1371/journal.pone.0278424,Different structural variant prediction tools yield considerably different results in Caenorhabditis elegans,"[""Kyle Lesack"", ""Grace M. Mariene"", ""Erik C. Andersen"", ""James D. Wasmuth""]",2022,PLOS ONE
https___openalex_org_W4312965610.txt,10.57044/sajsr.2022.1.1.2203,The Impact of Procurement Strategies on Supply Chain Sustainability in the Pharmaceutical Industry,"[""Kahkshan Asif""]",2022,South Asian Journal of Social Review
https___openalex_org_W4228997236.txt,10.1016/j.wear.2022.204375,Sliding wear behavior of a sustainable Fe-based coating and its damage mechanisms,"[""Satyapal Mahade"", ""Samuel A. Awe"", ""Stefan Björklund"", ""František Lukáč"", ""Radek Mušálek"", ""Shrikant Joshi""]",2022,Wear
https___openalex_org_W3134476194.txt,10.1007/s43615-021-00008-1,Sustainability Narratives as Transformative Solution Pathways: Zooming in on the Circular Economy,"[""Dalia D’Amato""]",2021,Circular Economy and Sustainability
pmc_PMC10056087.txt,10.3390/s23063178,Development and Optimization of a Highly Sensitive Sensor to Quinine-Based Saltiness Enhancement Effect,"[""Yifei Jing"", ""Kentaro Watanabe"", ""Tatsukichi Watanabe"", ""Shunsuke Kimura"", ""Kiyoshi Toko""]",2023,"Sensors (Basel, Switzerland)"
https___openalex_org_W4318473692.txt,10.3390/en16031368,Roadmap to Achieving Sustainable Development via Green Hydrogen,"[""Farah Mneimneh"", ""Hasan Ghazzawi"", ""Mohammad Abu Hejjeh"", ""Matteo Manganelli"", ""Seeram Ramakrishna""]",2023,Energies
https___openalex_org_W4320917975.txt,10.3390/su15043585,Telepresence Robot with DRL Assisted Delay Compensation in IoT-Enabled Sustainable Healthcare Environment,"[""Fawad Naseer"", ""Muhammad Nasir Khan"", ""Ali Altalbe""]",2023,Sustainability
https___openalex_org_W4390367685.txt,10.47852/bonviewglce32021482,Impact of Digitalization on Global Sustainable Development Across Countries,"[""Ajay Kumar Singh"", ""Bhim Jyoti""]",2023,Green and Low-Carbon Economy
https___openalex_org_W3197265671.txt,10.3390/su13179986,Sustainable Production and Consumption of Food. Mise-en-Place Circular Economy Policies and Waste Management Practices in Tourism Cities,"[""Mark Anthony Camilleri""]",2021,Sustainability
https___openalex_org_W4313436987.txt,10.3390/su15010021,Evaluation of Photogrammetry Tools following Progress Detection of Rebar towards Sustainable Construction Processes,"[""Abdul Hannan Qureshi"", ""Wesam Salah Alaloul"", ""Syed Jawad Hussain"", ""Arnadi Murtiyoso"", ""Syed Saad"", ""Khalid Mhmoud Alzubi"", ""Syed Ammad"", ""Abdullah O. Baarimah""]",2022,Sustainability
pmc_PMC8594645.txt,10.1007/s11764-021-01128-1,Effectiveness and implementation of models of cancer survivorship care: an overview of systematic reviews,"[""Raymond J. Chan"", ""Fiona Crawford-Williams"", ""Megan Crichton"", ""Ria Joseph"", ""Nicolas H. Hart"", ""Kristi Milley"", ""Paige Druce"", ""Jianrong Zhang"", ""Michael Jefford"", ""Karolina Lisy"", ""Jon Emery"", ""Larissa Nekhlyudov""]",2021,Journal of Cancer Survivorship
pmc_PMC5387111.txt,10.1038/srep30448,Thymic DCs derived IL-27 regulates the final maturation of CD4 + SP thymocytes,"[""Hui Tang"", ""Jie Zhang"", ""Xiuyuan Sun"", ""Xiaoping Qian"", ""Yu Zhang"", ""Rong Jin""]",2016,Scientific Reports
pmc_PMC10141966.txt,10.3390/ma16083228,An Artificial MnWO 4 Cathode Electrolyte Interphase Enabling Enhanced Electrochemical Performance of δ-MnO 2 Cathode for Aqueous Zinc Ion Battery,"[""Hao Tian"", ""Huanlin Zhang"", ""You Zuo"", ""Lei Ling"", ""Tengfei Meng"", ""Hang Zhang"", ""Xiaohong Sun"", ""Shu Cai""]",2023,Materials
https___openalex_org_W4387569457.txt,10.1016/j.asej.2023.102516,Additive manufacturing in the aerospace and automotive industries: Recent trends and role in achieving sustainable development goals,"[""Abdul Hai Alami"", ""A.G. Olabi"", ""Adnan Alashkar"", ""Shamma Alasad"", ""Haya Aljaghoub"", ""Hegazy Rezk"", ""Mohammad Ali Abdelkareem""]",2023,Ain Shams Engineering Journal
pmc_PMC9916181.txt,10.1016/j.econlet.2023.111034,The role of labor in cash holdings: Evidence from the supply-side impact of COVID-19,"[""Jaewan Bae"", ""Jangkoo Kang""]",2023,Economics Letters
pmc_PMC10149318.txt,10.2147/cia.s405847,"Malnutrition, Frailty, and Health-Related Quality of Life Among Rural Older Adults in Vietnam: A Cross-Sectional Study","[""Nhung Thi Hong Huynh"", ""Tran To Tran Nguyen"", ""Huy Kien Tai Pham"", ""Ngoc Thi Hong Huynh"", ""Ngoan Thi Nguyen"", ""Ngoc Thanh Cao"", ""Do Van Dung""]",2023,Clinical Interventions in Aging
https___openalex_org_W3130198823.txt,10.3390/su13042139,Sustainability in Building and Construction within the Framework of Circular Cities and European New Green Deal. The Contribution of Concrete Recycling,"[""Alessandra Bònoli"", ""Sara Zanni"", ""Francisco Serrano Bernardo""]",2021,Sustainability
https___openalex_org_W4310183196.txt,10.3390/su142315859,Potentials and Limitations of Subsidies in Sustainability Governance: The Example of Agriculture,"[""Katharine Heyl"", ""Felix Ekardt"", ""Lennard Sund"", ""Paula Roos""]",2022,Sustainability
https___openalex_org_W4288747417.txt,10.1016/j.jik.2022.100231,Adoption of green innovation technology to accelerate sustainable development among manufacturing industry,"[""Mohsin Shahzad"", ""Ying Qu"", ""Saif Ur Rehman"", ""Abaid Ullah Zafar""]",2022,Journal of Innovation & Knowledge
pmc_PMC9805716.txt,10.2147/ijn.s374039,Biosynthetic Gas Vesicles Combined with Focused Ultrasound for Blood–Brain Barrier Opening,"[""Jinghan Zhang"", ""Fei Yan"", ""Wei Zhang"", ""Lei He"", ""Yi Li"", ""Shuai Zheng"", ""Yuanyuan Wang"", ""Tengfei Yu"", ""Lijuan Du"", ""Yuanyuan Shen"", ""Wen He""]",2022,International Journal of Nanomedicine
https___openalex_org_W3165271223.txt,10.3390/ijerph18105433,The Influence of Green Entrepreneurship on Sustainable Development in Saudi Arabia: The Role of Formal Institutions,"[""Wafa Alwakid"", ""Sebastián Aparicio"", ""David Urbano""]",2021,International Journal of Environmental Research and Public Health
pmc_PMC9890290.txt,10.2174/1570159x20666220830102628,Ketogenic Diet: An Effective Treatment Approach for Neurodegenerative Diseases,"[""Ye Tao"", ""Sean X. Leng"", ""Haiyan Zhang""]",2022,Current Neuropharmacology
https___openalex_org_W4323317995.txt,10.3390/su15054592,Climate-Smart Pest Management in Sustainable Agriculture: Promises and Challenges,"[""Meriam Bouri"", ""Kadir Sinan Arslan"", ""Fikrettin Şahi̇n""]",2023,Sustainability
https___openalex_org_W4210682402.txt,10.3390/risks10020035,Financial Risk Management Based on Corporate Social Responsibility in the Interests of Sustainable Development,"[""Sergei G. Vagin"", ""Elena I. Kostyukova"", ""Natalia E. Spiridonova"", ""Tatiana M. Vorozheykina""]",2022,Risks
